file	ported	total_tests	passing	failing	status	real_pass	real_total	expect_failure
t4133-apply-filenames	yes	4	1	3	ok	1	4	0
t4134-apply-submodule	yes	2	2	0	ok	2	2	0
t4135-apply-weird-filenames	yes	20	3	17	ok	3	20	0
t4136-apply-check	yes	6	2	4	ok	2	6	0
t4138-apply-ws-expansion	yes	5	1	4	ok	1	5	0
t4139-apply-escape	yes	12	2	10	ok	2	12	0
t4140-apply-ita	yes	7	2	5	ok	2	7	0
t4141-apply-too-large	yes	1	1	0	ok	1	1	0
t4150-am	yes	87	23	64	ok	23	87	0
t4151-am-abort	yes	20	2	18	ok	2	20	0
t4152-am-subjects	yes	13	10	3	ok	10	13	0
t4153-am-resume-override-opts	yes	6	1	5	ok	1	6	0
t4200-rerere	yes	36	6	30	ok	6	36	0
t4201-shortlog	yes	32	7	25	ok	7	32	0
t4202-log	yes	149	69	80	ok	69	149	0
t4203-mailmap	yes	74	14	60	ok	14	74	0
t4204-patch-id	yes	26	26	0	ok	26	26	0
t4205-log-pretty-formats	yes	125	67	58	ok	65	123	2
t4206-log-follow-harder-copies	yes	7	3	4	ok	3	7	0
t4207-log-decoration-colors	yes	4	0	4	ok	0	4	0
t4208-log-magic-pathspec	yes	21	11	10	ok	11	21	0
t4209-log-pickaxe	yes	48	15	33	ok	15	48	0
t4210-log-i18n	yes	0	0	0	ok	0	0	0
t4211-line-log	yes	53	7	46	ok	7	53	0
t4212-log-corrupt	yes	13	3	10	ok	3	13	0
t4213-log-tabexpand	yes	9	1	8	ok	1	9	0
t4214-log-graph-octopus	yes	17	1	16	ok	1	17	0
t4215-log-skewed-merges	yes	10	0	10	ok	0	10	0
t4216-log-bloom	yes	167	12	155	ok	12	167	0
t4217-log-limit	yes	3	1	2	ok	1	3	0
t4252-am-options	yes	8	1	7	ok	1	8	0
t4253-am-keep-cr-dos	yes	7	1	6	ok	1	7	0
t4254-am-corrupt	yes	0	0	0	ok	0	0	0
t4255-am-submodule	yes	33	5	28	ok	5	33	0
t4256-am-format-flowed	yes	2	2	0	ok	2	2	0
t4257-am-interactive	yes	4	1	3	ok	1	4	0
t4258-am-quoted-cr	yes	4	1	3	ok	1	4	0
t4300-merge-tree	yes	22	5	17	ok	5	22	0
t4301-merge-tree-write-tree	yes	33	1	32	ok	1	33	0
t5000-tar-tree	yes	90	36	54	ok	36	90	0
t5001-archive-attr	yes	44	24	20	ok	24	44	0
t5002-archive-attr-pattern	yes	19	15	4	ok	15	19	0
t5003-archive-zip	yes	82	71	11	ok	71	82	0
t5004-archive-corner-cases	yes	14	10	4	ok	10	14	0
t5100-mailinfo	yes	52	33	19	ok	33	52	0
t5150-request-pull	yes	10	1	9	ok	1	10	0
t5200-update-server-info	yes	8	3	5	ok	3	8	0
t5300-pack-object	yes	63	12	51	ok	12	63	0
t5301-sliding-window	yes	6	6	0	ok	6	6	0
t5302-pack-index	yes	36	8	28	ok	8	36	0
t5303-pack-corruption-resilience	yes	36	22	14	ok	22	36	0
t5304-prune	yes	32	8	24	ok	8	32	0
t5305-include-tag	yes	15	6	9	ok	6	15	0
t5306-pack-nobase	yes	4	4	0	ok	4	4	0
t5307-pack-missing-commit	yes	5	5	0	ok	5	5	0
t5308-pack-detect-duplicates	yes	6	3	3	ok	3	6	0
t5309-pack-delta-cycles	yes	7	0	7	ok	0	7	0
t5310-pack-bitmaps	yes	236	30	206	ok	30	236	0
t5311-pack-bitmaps-shallow	yes	6	6	0	ok	6	6	0
t5312-prune-corruption	yes	11	4	7	ok	4	11	0
t5313-pack-bounds-checks	yes	9	2	7	ok	2	9	0
t5314-pack-cycle-detection	yes	2	2	0	ok	2	2	0
t5315-pack-objects-compression	yes	9	1	8	ok	1	9	0
t5316-pack-delta-depth	yes	5	0	5	ok	0	5	0
t5317-pack-objects-filter-objects	yes	33	9	24	ok	9	33	0
t5318-commit-graph	yes	109	19	90	ok	19	109	0
t5319-multi-pack-index	yes	98	24	74	ok	24	98	0
t5320-delta-islands	yes	15	5	10	ok	5	15	0
t5321-pack-large-objects	yes	2	0	2	ok	0	2	0
t5322-pack-objects-sparse	yes	11	3	8	ok	3	11	0
t5323-pack-redundant	yes	18	1	17	ok	1	18	0
t5324-split-commit-graph	yes	42	3	39	ok	3	42	0
t5325-reverse-index	yes	16	4	12	ok	4	16	0
t5326-multi-pack-bitmaps	yes	357	29	328	ok	29	357	0
t5327-multi-pack-bitmaps-rev	yes	314	14	300	ok	14	314	0
t5328-commit-graph-64bit-time	yes	0	0	0	ok	0	0	0
t5329-pack-objects-cruft	yes	25	3	22	ok	3	25	0
t5330-no-lazy-fetch-with-commit-graph	yes	4	4	0	ok	4	4	0
t5331-pack-objects-stdin	yes	16	0	16	ok	0	16	0
t5332-multi-pack-reuse	yes	14	1	13	ok	1	14	0
t5333-pseudo-merge-bitmaps	yes	18	2	16	ok	2	18	0
t5334-incremental-multi-pack-index	yes	16	5	11	ok	5	16	0
t5335-compact-multi-pack-index	yes	10	0	10	ok	0	10	0
t5351-unpack-large-objects	yes	7	3	4	ok	3	7	0
t5400-send-pack	yes	17	10	7	ok	10	17	0
t5401-update-hooks	yes	13	4	9	ok	4	13	0
t5402-post-merge-hook	yes	7	2	5	ok	2	7	0
t5403-post-checkout-hook	yes	14	3	11	ok	3	14	0
t5404-tracking-branches	yes	7	3	4	ok	3	7	0
t5405-send-pack-rewind	yes	3	3	0	ok	3	3	0
t5406-remote-rejects	yes	3	2	1	ok	2	3	0
t5407-post-rewrite-hook	yes	17	3	14	ok	3	17	0
t5408-send-pack-stdin	yes	10	4	6	ok	4	10	0
t5409-colorize-remote-messages	yes	11	4	7	ok	4	11	0
t5410-receive-pack	yes	5	1	4	ok	1	5	0
t5411-proc-receive-hook	yes	354	193	161	ok	193	354	0
t5500-fetch-pack	yes	378	29	349	ok	29	378	0
t5501-fetch-push-alternates	yes	3	3	0	ok	3	3	0
t5502-quickfetch	yes	7	2	5	ok	2	7	0
t5503-tagfollow	yes	12	6	6	ok	6	12	0
t5504-fetch-receive-strict	yes	0	0	0	timeout	0	0	0
t5505-remote	yes	130	16	114	ok	15	129	1
t5506-remote-groups	yes	9	1	8	ok	1	9	0
t5507-remote-environment	yes	5	5	0	ok	5	5	0
t5509-fetch-push-namespaces	yes	15	2	13	ok	2	15	0
t5510-fetch	yes	0	0	0	ok	0	0	0
t5511-refspec	yes	47	24	23	ok	24	47	0
t5512-ls-remote	yes	40	15	25	ok	15	40	0
t5514-fetch-multiple	yes	25	4	21	ok	4	25	0
t5515-fetch-merge-logic	yes	65	1	64	ok	1	65	0
t5516-fetch-push	yes	124	7	117	ok	7	124	0
t5517-push-mirror	yes	13	8	5	ok	8	13	0
t5518-fetch-exit-status	yes	3	3	0	ok	3	3	0
t5519-push-alternates	yes	8	2	6	ok	2	8	0
t5520-pull	yes	80	10	70	ok	10	80	0
t5521-pull-options	yes	22	4	18	ok	4	22	0
t5522-pull-symlink	yes	4	4	0	ok	4	4	0
t5523-push-upstream	yes	17	10	7	ok	10	17	0
t5524-pull-msg	yes	3	3	0	ok	3	3	0
t5525-fetch-tagopt	yes	5	5	0	ok	5	5	0
t5526-fetch-submodules	yes	56	5	51	ok	5	56	0
t5527-fetch-odd-refs	yes	5	5	0	ok	5	5	0
t5528-push-default	yes	32	14	18	ok	13	31	1
t5529-push-errors	yes	8	8	0	ok	8	8	0
t5530-upload-pack-error	yes	11	2	9	ok	2	11	0
t5531-deep-submodule-push	yes	29	5	24	ok	5	29	0
t5532-fetch-proxy	yes	5	4	1	ok	4	5	0
t5533-push-cas	yes	23	9	14	ok	9	23	0
t5534-push-signed	yes	13	7	6	ok	7	13	0
t5535-fetch-push-symref	yes	3	3	0	ok	3	3	0
t5536-fetch-conflicts	yes	7	4	3	ok	4	7	0
t5537-fetch-shallow	yes	16	3	13	ok	3	16	0
t5538-push-shallow	yes	8	1	7	ok	1	8	0
t5539-fetch-http-shallow	yes	8	1	7	ok	1	8	0
t5540-http-push-webdav	yes	0	0	0	ok	0	0	2
t5541-http-push-smart	yes	21	2	19	ok	2	21	0
t5542-push-http-shallow	yes	3	1	2	ok	1	3	0
t5543-atomic-push	yes	13	7	6	ok	7	13	0
t5544-pack-objects-hook	yes	7	2	5	ok	2	7	0
t5545-push-options	yes	13	5	8	ok	5	13	0
t5546-receive-limits	yes	17	11	6	ok	11	17	0
t5547-push-quarantine	yes	6	6	0	ok	6	6	0
t5548-push-porcelain	yes	25	1	24	ok	1	25	0
t5549-fetch-push-http	yes	3	0	3	ok	0	3	0
t5550-http-fetch-dumb	yes	0	0	0	ok	0	0	0
t5551-http-fetch-smart	yes	37	13	24	ok	7	31	6
t5552-skipping-fetch-negotiator	yes	6	0	6	ok	0	6	0
t5553-set-upstream	yes	21	4	17	ok	4	21	0
t5554-noop-fetch-negotiator	yes	1	0	1	ok	0	1	0
t5555-http-smart-common	yes	0	0	0	ok	0	0	0
t5557-http-get	yes	2	0	2	ok	0	2	0
t5558-clone-bundle-uri	yes	0	0	0	ok	0	0	0
t5560-http-backend-noserver	yes	14	2	12	ok	2	14	0
t5561-http-backend	yes	0	0	0	ok	0	0	0
t5562-http-backend-content-length	yes	0	0	0	ok	0	0	0
t5563-simple-http-auth	yes	0	0	0	ok	0	0	0
t5564-http-proxy	yes	8	3	5	ok	3	8	0
t5565-push-multiple	yes	2	2	0	ok	2	2	0
t5570-git-daemon	yes	0	0	0	ok	0	0	0
t5571-pre-push-hook	yes	11	4	7	ok	4	11	0
t5572-pull-submodule	yes	69	10	59	ok	10	69	0
t5573-pull-verify-signatures	yes	16	16	0	ok	16	16	0
t5574-fetch-output	yes	14	1	13	ok	1	14	0
t5580-unc-paths	yes	0	0	0	ok	0	0	0
t5581-http-curl-verbose	yes	2	1	1	ok	1	2	0
t5582-fetch-negative-refspec	yes	16	7	9	ok	7	16	0
t5583-push-branches	yes	8	5	3	ok	5	8	0
t5600-clone-fail-cleanup	yes	14	14	0	ok	14	14	0
t5601-clone	yes	115	21	94	ok	21	115	0
t5602-clone-remote-exec	yes	3	3	0	ok	3	3	0
t5603-clone-dirname	yes	47	1	46	ok	1	47	0
t5604-clone-reference	yes	34	20	14	ok	20	34	0
t5605-clone-local	yes	23	11	12	ok	11	23	0
t5606-clone-options	yes	21	4	17	ok	4	21	0
t5607-clone-bundle	yes	16	5	11	ok	5	16	0
t5608-clone-2gb	yes	0	0	0	ok	0	0	0
t5609-clone-branch	yes	7	7	0	ok	7	7	0
t5610-clone-detached	yes	13	2	11	ok	1	12	1
t5611-clone-config	yes	13	3	10	ok	3	13	0
t5612-clone-refspec	yes	13	1	12	ok	1	13	0
t5613-info-alternate	yes	13	13	0	ok	13	13	0
t5614-clone-submodules-shallow	yes	9	4	5	ok	4	9	0
t5615-alternate-env	yes	9	9	0	ok	9	9	0
t5616-partial-clone	yes	47	9	38	ok	9	47	0
t5617-clone-submodules-remote	yes	9	2	7	ok	2	9	0
t5618-alternate-refs	yes	6	2	4	ok	2	6	0
t5619-clone-local-ambiguous-transport	yes	2	0	2	ok	0	2	0
t5620-backfill	yes	10	2	8	ok	2	10	0
t5621-clone-revision	yes	12	3	9	ok	3	12	0
t5700-protocol-v1	yes	0	0	0	ok	0	0	0
t5701-git-serve	yes	25	22	3	ok	22	25	0
t5702-protocol-v2	yes	0	0	0	ok	0	0	0
t5703-upload-pack-ref-in-want	yes	26	4	22	ok	4	26	0
t5704-protocol-violations	yes	3	0	3	ok	0	3	0
t5705-session-id-in-capabilities	yes	17	2	15	ok	2	17	0
t5710-promisor-remote-capability	yes	22	1	21	ok	1	22	0
t5750-bundle-uri-parse	yes	13	0	13	ok	0	13	0
t5801-remote-helpers	yes	35	5	30	ok	4	34	1
t5802-connect-helper	yes	8	2	6	ok	2	8	0
t5810-proto-disable-local	yes	54	46	8	ok	46	54	0
t5811-proto-disable-git	yes	0	0	0	ok	0	0	0
t5812-proto-disable-http	yes	29	11	18	ok	11	29	0
t5813-proto-disable-ssh	yes	81	30	51	ok	30	81	0
t5814-proto-disable-ext	yes	27	11	16	ok	11	27	0
t5815-submodule-protos	yes	8	8	0	ok	8	8	0
t5900-repo-selection	yes	8	0	8	ok	0	8	0
t6000-rev-list-misc	yes	23	6	17	ok	6	23	0
t6001-rev-list-graft	yes	14	3	11	ok	3	14	0
t6002-rev-list-bisect	yes	53	4	49	ok	4	53	0
t6003-rev-list-topo-order	yes	36	21	15	ok	21	36	0
t6004-rev-list-path-optim	yes	7	2	5	ok	2	7	0
t6005-rev-list-count	yes	6	1	5	ok	1	6	0
t6006-rev-list-format	yes	80	63	17	ok	63	80	0
t6007-rev-list-cherry-pick-file	yes	23	1	22	ok	1	23	0
t6008-rev-list-submodule	yes	2	2	0	ok	2	2	0
t6009-rev-list-parent	yes	15	3	12	ok	3	15	0
t6010-merge-base	yes	12	6	6	ok	6	12	0
t6011-rev-list-with-bad-commit	yes	6	6	0	ok	6	6	0
t6012-rev-list-simplify	yes	42	1	41	ok	1	42	0
t6013-rev-list-reverse-parents	yes	3	3	0	ok	3	3	0
t6014-rev-list-all	yes	4	4	0	ok	4	4	0
t6016-rev-list-graph-simplify-history	yes	12	2	10	ok	2	12	0
t6017-rev-list-stdin	yes	37	9	28	ok	9	37	0
t6018-rev-list-glob	yes	95	30	65	ok	30	95	0
t6019-rev-list-ancestry-path	yes	18	1	17	ok	1	18	0
t6020-bundle-misc	yes	0	0	0	ok	0	0	0
t6021-rev-list-exclude-hidden	yes	62	0	62	ok	0	62	0
t6022-rev-list-missing	yes	40	1	39	ok	1	40	0
t6030-bisect-porcelain	yes	96	18	78	ok	18	96	0
t6040-tracking-info	yes	44	1	43	ok	1	44	0
t6050-replace	yes	37	12	25	ok	12	37	0
t6060-merge-index	yes	7	1	6	ok	1	7	0
t6100-rev-list-in-order	yes	3	3	0	ok	3	3	0
t6101-rev-parse-parents	yes	38	20	18	ok	20	38	0
t6102-rev-list-unexpected-objects	yes	22	14	8	ok	14	22	0
t6110-rev-list-sparse	yes	2	2	0	ok	2	2	0
t6112-rev-list-filters-objects	yes	54	18	36	ok	18	54	0
t6113-rev-list-bitmap-filters	yes	14	1	13	ok	1	14	0
t6114-keep-packs	yes	3	3	0	ok	3	3	0
t6115-rev-list-du	yes	17	6	11	ok	6	17	0
t6120-describe	yes	105	27	78	ok	27	105	0
t6130-pathspec-noglob	yes	21	4	17	ok	4	21	0
t6131-pathspec-icase	yes	9	2	7	ok	2	9	0
t6132-pathspec-exclude	yes	31	1	30	ok	1	31	0
t6133-pathspec-rev-dwim	yes	6	2	4	ok	2	6	0
t6134-pathspec-in-submodule	yes	3	3	0	ok	3	3	0
t6135-pathspec-with-attrs	yes	37	5	32	ok	5	37	0
t6136-pathspec-in-bare	yes	3	1	2	ok	1	3	0
t6137-pathspec-wildcards-literal	yes	25	7	18	ok	7	25	0
t6200-fmt-merge-msg	yes	37	11	26	ok	11	37	0
t6300-for-each-ref	yes	0	0	0	ok	0	0	0
t6301-for-each-ref-errors	yes	6	3	3	ok	3	6	0
t6302-for-each-ref-filter	yes	62	12	50	ok	12	62	0
t6400-merge-df	yes	7	4	3	ok	4	7	0
t6401-merge-criss-cross	yes	4	1	3	ok	1	4	0
t6402-merge-rename	yes	46	6	40	ok	6	46	0
t6403-merge-file	yes	39	29	10	ok	29	39	0
t6404-recursive-merge	yes	6	2	4	ok	2	6	0
t6405-merge-symlinks	yes	7	7	0	ok	7	7	0
t6406-merge-attr	yes	13	2	11	ok	2	13	0
t6408-merge-up-to-date	yes	7	7	0	ok	7	7	0
t6409-merge-subtree	yes	12	3	9	ok	3	12	0
t6411-merge-filemode	yes	19	1	18	ok	1	19	0
t6412-merge-large-rename	yes	10	7	3	ok	7	10	0
t6413-merge-crlf	yes	3	3	0	ok	3	3	0
t6414-merge-rename-nocruft	yes	3	3	0	ok	3	3	0
t6415-merge-dir-to-symlink	yes	24	19	5	ok	18	23	1
t6416-recursive-corner-cases	yes	40	12	28	ok	9	37	3
t6417-merge-ours-theirs	yes	7	7	0	ok	7	7	0
t6418-merge-text-auto	yes	11	2	9	ok	2	11	0
t6419-merge-ignorecase	yes	0	0	0	ok	0	0	0
t6421-merge-partial-clone	yes	3	0	3	ok	0	3	0
t6422-merge-rename-corner-cases	yes	26	9	17	ok	3	20	6
t6423-merge-rename-directories	yes	82	11	71	ok	9	80	2
t6424-merge-unrelated-index-changes	yes	19	2	17	ok	2	19	0
t6425-merge-rename-delete	yes	1	1	0	ok	1	1	0
t6426-merge-skip-unneeded-updates	yes	13	1	12	ok	1	13	0
t6427-diff3-conflict-markers	yes	9	3	6	ok	3	9	0
t6428-merge-conflicts-sparse	yes	2	0	2	ok	0	2	0
t6429-merge-sequence-rename-caching	yes	11	1	10	ok	1	11	0
t6430-merge-recursive	yes	36	10	26	ok	10	36	0
t6431-merge-criscross	yes	2	2	0	ok	2	2	0
t6432-merge-recursive-space-options	yes	11	0	11	ok	0	11	0
t6433-merge-toplevel	yes	15	6	9	ok	6	15	0
t6434-merge-recursive-rename-options	yes	27	5	22	ok	5	27	0
t6435-merge-sparse	yes	6	3	3	ok	3	6	0
t6436-merge-overwrite	yes	18	4	14	ok	4	18	0
t6437-submodule-merge	yes	22	6	16	ok	4	20	2
t6439-merge-co-error-msgs	yes	6	1	5	ok	1	6	0
t6500-gc	yes	35	15	20	ok	15	35	0
t6501-freshen-objects	yes	42	33	9	ok	33	42	0
t6600-test-reach	yes	47	7	40	ok	7	47	0
t6601-path-walk	yes	15	0	15	ok	0	15	0
t6700-tree-depth	yes	10	4	6	ok	4	10	0
t7001-mv	yes	54	39	15	ok	39	54	0
t7002-mv-sparse-checkout	yes	22	1	21	ok	1	22	0
t7003-filter-branch	yes	48	9	39	ok	9	48	0
t7004-tag	yes	231	139	92	ok	139	231	0
t7005-editor	yes	11	0	11	ok	0	11	0
t7006-pager	yes	109	108	1	ok	107	108	1
t7007-show	yes	18	8	10	ok	8	18	0
t7008-filter-branch-null-sha1	yes	6	6	0	ok	6	6	0
t7010-setup	yes	16	5	11	ok	5	16	0
t7011-skip-worktree-reading	yes	15	8	7	ok	8	15	0
t7012-skip-worktree-writing	yes	11	7	4	ok	7	11	0
t7030-verify-tag	yes	16	16	0	ok	16	16	0
t7031-verify-tag-signed-ssh	yes	14	4	10	ok	4	14	0
t7060-wtstatus	yes	17	3	14	ok	3	17	0
t7061-wtstatus-ignore	yes	25	0	25	ok	0	25	0
t7062-wtstatus-ignorecase	yes	1	1	0	ok	1	1	0
t7063-status-untracked-cache	yes	58	6	52	ok	6	58	0
t7064-wtstatus-pv2	yes	28	1	27	ok	1	28	0
t7101-reset-empty-subdirs	yes	10	10	0	ok	10	10	0
t7102-reset	yes	38	26	12	ok	26	38	0
t7103-reset-bare	yes	13	8	5	ok	8	13	0
t7104-reset-hard	yes	3	3	0	ok	3	3	0
t7105-reset-patch	yes	13	4	9	ok	4	13	0
t7106-reset-unborn-branch	yes	7	7	0	ok	7	7	0
t7107-reset-pathspec-file	yes	11	0	11	ok	0	11	0
t7110-reset-merge	yes	21	9	12	ok	9	21	0
t7111-reset-table	yes	42	34	8	ok	34	42	0
t7113-post-index-change-hook	yes	4	1	3	ok	1	4	0
t7201-co	yes	46	15	31	ok	15	46	0
t7300-clean	yes	55	22	33	ok	20	53	2
t7301-clean-interactive	yes	23	5	18	ok	5	23	0
t7400-submodule-basic	yes	124	37	87	ok	37	124	0
t7401-submodule-summary	yes	25	6	19	ok	6	25	0
t7402-submodule-rebase	yes	6	2	4	ok	2	6	0
t7403-submodule-sync	yes	18	2	16	ok	2	18	0
t7406-submodule-update	yes	70	9	61	ok	9	70	0
t7407-submodule-foreach	yes	23	3	20	ok	3	23	0
t7408-submodule-reference	yes	16	4	12	ok	4	16	0
t7409-submodule-detached-work-tree	yes	3	1	2	ok	1	3	0
t7411-submodule-config	yes	20	2	18	ok	2	20	0
t7412-submodule-absorbgitdirs	yes	12	4	8	ok	4	12	0
t7413-submodule-is-active	yes	10	2	8	ok	2	10	0
t7414-submodule-mistakes	yes	5	5	0	ok	5	5	0
t7416-submodule-dash-url	yes	18	3	15	ok	3	18	0
t7417-submodule-path-url	yes	5	2	3	ok	2	5	0
t7418-submodule-sparse-gitmodules	yes	9	3	6	ok	3	9	0
t7419-submodule-set-branch	yes	9	2	7	ok	2	9	0
t7420-submodule-set-url	yes	3	3	0	ok	3	3	0
t7421-submodule-summary-add	yes	5	1	4	ok	1	5	0
t7422-submodule-output	yes	18	1	17	ok	1	18	0
t7423-submodule-symlinks	yes	6	4	2	ok	4	6	0
t7424-submodule-mixed-ref-formats	yes	14	3	11	ok	3	14	0
t7425-submodule-gitdir-path-extension	yes	23	6	17	ok	6	23	0
t7426-submodule-get-default-remote	yes	15	3	12	ok	3	15	0
t7450-bad-git-dotfiles	yes	50	22	28	ok	22	50	0
t7500-commit-template-squash-signoff	yes	57	20	37	ok	20	57	0
t7501-commit-basic-functionality	yes	77	40	37	ok	40	77	0
t7502-commit-porcelain	yes	82	18	64	ok	18	82	0
t7503-pre-commit-and-pre-merge-commit-hooks	yes	22	9	13	ok	9	22	0
t7504-commit-msg-hook	yes	30	16	14	ok	15	29	1
t7505-prepare-commit-msg-hook	yes	23	5	18	ok	5	23	0
t7506-status-submodule	yes	40	4	36	ok	4	40	0
t7507-commit-verbose	yes	45	19	26	ok	19	45	0
t7508-status	yes	126	66	60	ok	66	126	0
t7509-commit-authorship	yes	12	1	11	ok	1	12	0
t7510-signed-commit	yes	28	27	1	ok	27	28	0
t7511-status-index	yes	24	24	0	ok	24	24	0
t7512-status-help	yes	47	7	40	ok	7	47	0
t7513-interpret-trailers	yes	99	11	88	ok	11	99	0
t7514-commit-patch	yes	3	1	2	ok	1	3	0
t7515-status-symlinks	yes	3	3	0	ok	3	3	0
t7516-commit-races	yes	2	0	2	ok	0	2	0
t7517-per-repo-email	yes	16	8	8	ok	8	16	0
t7518-ident-corner-cases	yes	5	5	0	ok	5	5	0
t7519-status-fsmonitor	yes	33	14	19	ok	14	33	0
t7520-ignored-hook-warning	yes	5	4	1	ok	4	5	0
t7521-ignored-mode	yes	12	1	11	ok	1	12	0
t7524-commit-summary	yes	2	1	1	ok	1	2	0
t7525-status-rename	yes	15	7	8	ok	7	15	0
t7526-commit-pathspec-file	yes	11	2	9	ok	2	11	0
t7527-builtin-fsmonitor	yes	0	0	0	ok	0	0	0
t7528-signed-commit-ssh	yes	29	6	23	ok	3	26	3
t7600-merge	yes	83	53	30	ok	53	83	0
t7601-merge-pull-config	yes	65	43	22	ok	43	65	0
t7602-merge-octopus-many	yes	5	1	4	ok	1	5	0
t7603-merge-reduce-heads	yes	13	8	5	ok	8	13	0
t7604-merge-custom-message	yes	8	8	0	ok	8	8	0
t7605-merge-resolve	yes	4	4	0	ok	4	4	0
t7606-merge-custom	yes	4	4	0	ok	4	4	0
t7607-merge-state	yes	1	1	0	ok	1	1	0
t7608-merge-messages	yes	5	5	0	ok	5	5	0
t7609-mergetool--lib	yes	0	0	0	ok	0	0	0
t7610-mergetool	yes	0	0	0	timeout	0	0	0
t7611-merge-abort	yes	19	10	9	ok	10	19	0
t7612-merge-verify-signatures	yes	16	16	0	ok	16	16	0
t7614-merge-signoff	yes	4	4	0	ok	4	4	0
t7615-diff-algo-with-mergy-operations	yes	7	3	4	ok	3	7	0
t7700-repack	yes	47	22	25	ok	22	47	0
t7701-repack-unpack-unreachable	yes	9	3	6	ok	3	9	0
t7702-repack-cyclic-alternate	yes	2	2	0	ok	2	2	0
t7703-repack-geometric	yes	18	8	10	ok	8	18	0
t7704-repack-cruft	yes	25	6	19	ok	6	25	0
t7800-difftool	yes	0	0	0	timeout	0	0	0
t7810-grep	yes	263	175	88	ok	175	263	0
t7811-grep-open	yes	10	3	7	ok	3	10	0
t7812-grep-icase-non-ascii	yes	0	0	0	ok	0	0	0
t7813-grep-icase-iso	yes	0	0	0	ok	0	0	0
t7814-grep-recurse-submodules	yes	34	26	8	ok	19	27	7
t7815-grep-binary	yes	22	19	3	ok	18	21	1
t7816-grep-binary-pattern	yes	0	0	0	ok	0	0	0
t7817-grep-sparse-checkout	yes	8	0	8	ok	0	8	0
t7900-maintenance	yes	72	7	65	ok	7	72	0
t8001-annotate	yes	0	0	0	ok	0	0	0
t8002-blame	yes	0	0	0	ok	0	0	0
t8003-blame-corner-cases	yes	30	12	18	ok	12	30	0
t8004-blame-with-conflicts	yes	3	3	0	ok	3	3	0
t8005-blame-i18n	yes	0	0	0	ok	0	0	0
t8006-blame-textconv	yes	16	6	10	ok	6	16	0
t8007-cat-file-textconv	yes	15	9	6	ok	9	15	0
t8008-blame-formats	yes	5	5	0	ok	5	5	0
t8009-blame-vs-topicbranches	yes	2	1	1	ok	1	2	0
t8010-cat-file-filters	yes	9	4	5	ok	4	9	0
t8011-blame-split-file	yes	10	2	8	ok	2	10	0
t8012-blame-colors	yes	0	0	0	ok	0	0	0
t8013-blame-ignore-revs	yes	19	3	16	ok	3	19	0
t8014-blame-ignore-fuzzy	yes	16	4	12	ok	4	16	0
t8015-blame-diff-algorithm	yes	7	2	5	ok	2	7	0
t8020-last-modified	yes	28	1	27	ok	1	28	0
t9001-send-email	yes	216	68	148	ok	67	215	1
t9002-column	yes	16	6	10	ok	6	16	0
t9003-help-autocorrect	yes	10	1	9	ok	1	10	0
t9100-git-svn-basic	yes	0	0	0	ok	0	0	0
t9101-git-svn-props	yes	0	0	0	ok	0	0	0
t9102-git-svn-deep-rmdir	yes	0	0	0	ok	0	0	0
t9103-git-svn-tracked-directory-removed	yes	0	0	0	ok	0	0	0
t9104-git-svn-follow-parent	yes	0	0	0	ok	0	0	0
t9105-git-svn-commit-diff	yes	0	0	0	ok	0	0	0
t9106-git-svn-commit-diff-clobber	yes	0	0	0	ok	0	0	0
t9107-git-svn-migrate	yes	0	0	0	ok	0	0	0
t9108-git-svn-glob	yes	0	0	0	ok	0	0	0
t9109-git-svn-multi-glob	yes	0	0	0	ok	0	0	0
t9110-git-svn-use-svm-props	yes	0	0	0	ok	0	0	0
t9111-git-svn-use-svnsync-props	yes	0	0	0	ok	0	0	0
t9112-git-svn-md5less-file	yes	0	0	0	ok	0	0	0
t9113-git-svn-dcommit-new-file	yes	0	0	0	ok	0	0	0
t9114-git-svn-dcommit-merge	yes	0	0	0	ok	0	0	0
t9115-git-svn-dcommit-funky-renames	yes	0	0	0	ok	0	0	0
t9116-git-svn-log	yes	0	0	0	ok	0	0	0
t9117-git-svn-init-clone	yes	0	0	0	ok	0	0	0
t9118-git-svn-funky-branch-names	yes	0	0	0	ok	0	0	0
t9119-git-svn-info	yes	0	0	0	ok	0	0	0
t9120-git-svn-clone-with-percent-escapes	yes	0	0	0	ok	0	0	0
t9121-git-svn-fetch-renamed-dir	yes	0	0	0	ok	0	0	0
t9122-git-svn-author	yes	0	0	0	ok	0	0	0
t9123-git-svn-rebuild-with-rewriteroot	yes	0	0	0	ok	0	0	0
t9124-git-svn-dcommit-auto-props	yes	0	0	0	ok	0	0	0
t9125-git-svn-multi-glob-branch-names	yes	0	0	0	ok	0	0	0
t9126-git-svn-follow-deleted-readded-directory	yes	0	0	0	ok	0	0	0
t9127-git-svn-partial-rebuild	yes	0	0	0	ok	0	0	0
t9128-git-svn-cmd-branch	yes	0	0	0	ok	0	0	0
t9129-git-svn-i18n-commitencoding	yes	0	0	0	ok	0	0	0
t9130-git-svn-authors-file	yes	0	0	0	ok	0	0	0
t9131-git-svn-empty-symlink	yes	0	0	0	ok	0	0	0
t9132-git-svn-broken-symlink	yes	0	0	0	ok	0	0	0
t9133-git-svn-nested-git-repo	yes	0	0	0	ok	0	0	0
t9134-git-svn-ignore-paths	yes	0	0	0	ok	0	0	0
